id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm1080554,Rudra:SecretoftheBlackMoon,MOVIE,"KidmagicianRudrasetsouttosaveEarthfromthedemonofBlackMoonplanet,butcanhegetthejobdoneifhisspellsdon'tworkonenemyterritory?",2020,,87,,,,,,,0.6,
tm462809,TheWeddingShaman,MOVIE,"Afterabetrayalatwork,afinanceprofessionalbecomesanassistanttoabrideshamaninordertosalvageheronlyremainingproperty—andlovelife.",2019,,111,"drama,romance",ID,,tt10066526,7.1,161,3.818,6.5
tm916008,PNL-Danslalégendetour,MOVIE,LiverecordingofFrenchrapperPNLplayingsongsfromtheiralbum"Danslalégende"andmoreattheBercyArenainParis.,2020,,18,"music,documentation",FR,,,,,2.174,6.2
ts90643,Cairo'sClass,SHOW,TheexperiencesofthefirstgroupofKuwaitistudentsstudyinginEgyptin1956andthestoryoftheirdifferentjourneys.,2019,TV-14,33,drama,KW,1,,,,0.809,8
tm843408,SheIs,MOVIE,"Canonewomanhaveeverything?Facingher40s,ahighlyaccomplishedwoman,withahostofsuitorsatherfeet,facesharddecisionsaboutlove,family,andherfuture.",2019,,106,drama,,,tt14605914,5.8,6,1.103,
tm836077,HolyExpectations,MOVIE,"Withashortlifeexpectancy,ayounggirlusesfaithandhervividimaginationtonavigateadversityandcreateastorythatimpactsallaroundher.",2019,,89,comedy,CO,,tt10945950,5.2,26,2.294,6.5
ts304136,마법버스타요,SHOW,,2020,TV-Y7,24,,KR,1,,,,0.6,
tm811954,NenjamunduNermaiyunduOduRaja,MOVIE,TwoambitiousyoungsterswhomakealivingthroughaYouTubechannelagreetoperformafewtasksforabusinessmanwhenthelatteroffersthemhugemoney.,2019,G,128,"comedy,romance,drama",IN,,tt10438658,6.1,376,0.982,5.5
tm856372,TheBookofSun,MOVIE,"In2010,atthepeakoftheSaudiYouTubemovement,highschoolseniorHusamfindshimselfdrawnintotheworldofvideoproduction.He’sjoinedinhispursuitbyhisbestfriendMaan,theirone-timefoeIbrahim,andOrabiateacherwithapassionforfilmmaking.Inthemiddleoftheirsenioryear,theysetouttoproduceano-budgethorrormovie–awildadventurethatwillputtheirfuturesatrisk.",2020,,130,"drama,thriller",SA,,,,,3.075,8.1
tm842976,Go!TheUnforgettableParty,MOVIE,"Miaishappytobeabletospendavacationwithherdad,butLupe,Mercedes,JuanmaandAlvaroarrivebysurpriseatthesameresort...andbringtheschooldramawiththem!",2019,,60,"music,family",AR,,tt11162974,5.1,144,12.439,7.6
tm426634,TheDayILostMyShadow,MOVIE,"ItiswinterinDamascus.Sana,withhereight-year-oldson,islivingalonewhileherhusbandworksinSaudiArabia.WhenSanarunsoutofgastocookorwarmthehouse,shetakesadayofftofindagascylinder.FromtherebeginsatripintothesurroundingsofDamas,whereSanafindsherselfbrutallyconfrontedwiththeeffectsofwar.",2019,,94,drama,"LB,QA,SY,FR",,tt8900142,6.1,244,0.796,6
ts223454,นางสาวก้นครัว,SHOW,"""MissCulinary""revealsthebrillianceofayoungmanwhotriestokeephisgirlfriendbytellingdeliciousstoriesofhismother'srecipestowinhisgirlfriend'sheartback.Withthestoryofhismother'slifebeingsour,sweet,salty,spicy,ittellsofagirlwhoranawayfromherhometowninUthaiThaniprovincetofacelifeinBangkokinthe70sinordertofulfillherdreamofbeingachefata5-starhotel,alongwithlove.",2019,TV-14,0,,TH,1,,,,2.431,8
tm452578,MirandaSingsLive...YourWelcome,MOVIE,"ViralvideostarMirandaSingsandherreal-worldalteregoColleenBallingersharethestageinaspecialpackedwithmusic,comedyand""magichinry.""",2019,,61,"comedy,music",US,,tt9557190,5.4,424,3.222,5.7
tm1028068,WaveofCinema:Generasi90an,MOVIE,Walkdownmemorylaneandexperiencethesoundtracktobelovedfilm"Generasi90an:Melankolia"throughnostalgicperformances.,2020,,51,music,ID,,,,,0.619,
tm921230,StoryofKale:WhenSomeone'sinLove,MOVIE,"Afterleavingatoxicrelationship,DindaembarksonaromancewithKale,whoseviewonlovesoonshattersashewrestleswithhisowninsecurities.",2020,,77,"drama,romance",ID,,tt13081264,6.4,279,2.048,7
tm450129,SakalingMagingTayo,MOVIE,"Twocollegefreshmen,PolandLaya,accidentallymeetduringtheirlastdayofschoolinBaguioCity.LayaisabouttomovebacktoManilatoescapefromherfailedromance,whilePolisabouttospendacare-freenightinamusicfestival.AfterwitnessingLaya’sbreakdownbecauseofherrecentheartbreak,PolgetsanideatomakeherlastnightinBaguiofunandmemorable.",2019,,90,"romance,comedy",PH,,tt9389622,7,76,1.506,8
tm810873,Thottappan,MOVIE,"Whenhispartnerincrimegoesmissing,asmall-timecrook’slifeistransformedashededicateshimselftoraisingthedaughterhisfriendleftbehind.",2019,,140,drama,IN,,tt9448362,6.9,373,1.86,6
tm824566,Ibrahim:AFatetoDefine,MOVIE,"Inthisprovocativeandpersonaldocumentary,directorLinaAlAbedsearchesfortracesofherdisappearedfather:aseeminglyordinaryPalestinianfamilymanwhowasactuallyasecretmemberofamilitantsplinterfactionandvanishedwhenshewasjustachild.",2019,,75,documentation,"PS,DK,LB",,tt10777716,7.4,31,1.121,
tm981675,SuperMonsters:Santa'sSuperMonsterHelpers,MOVIE,"WhenSantaneedsserioushelppreppingallofhispresents,theSuperMonsterslendahand-andsomemonstermagic-togeteverygiftoutontime.",2020,,24,"animation,family",US,,tt13439998,4.5,25,1.97,7.7
ts222362,MightyLittleBheem:Diwali,SHOW,"Fromdecoratinghishometodevouringsweet,joinBheemashemakemerry--andaitosmischief--whilethefestivaloflightsisinfullswing.",2019,,6,"comedy,animation",,1,tt10987498,7.7,35,0.9,10
tm460199,HighEndYaariyaan,MOVIE,"HighEndYaariyaanisataleof3friendsRanjitBawa,JassieGill,andNinjawholivesabroad.Thestorynarrateshowtheirfriendshiphasevolvedoveraperiodoftimeandthestrugglestheyeachgothroughwhilelivingawayfromtheirhomeland.",2019,,140,"romance,comedy,drama,family",IN,,tt9176136,5.4,1525,2.169,7.5
tm463814,EdoardoFerrario:TemiCaldi,MOVIE,"ItaliancomedianEdoardoFerrarioriffsonlifeat30andunpacksthepeculiaritiesofglobaltravel,socialmediaandpeoplewholikecraftbeer.",2019,,65,comedy,IT,,tt9861498,6.5,134,3.299,6.9
ts224956,WhattheLove!withKaranJohar,SHOW,"Withhelpfromcelebrityguestsandaglamsquad,filmmakerKaranJoharmentorssixsingletonsthroughtheirpersonalstrugglesastheylookforlove.",2020,,47,reality,IO,1,,,,1.437,7
tm1080445,TheGrayMan,MOVIE,"WhenashadowyCIAagentuncoversdamningagencysecrets,he'shuntedacrosstheglobebyasociopathicrogueoperativewho'sputabountyonhishead.",2022,PG-13,128,"thriller,action","US,CZ",,tt1649418,6.6,46071,510.268,6.851
ts252861,ResidentEvil,SHOW,"NearlythreedecadesafterthediscoveryoftheT-virus,anoutbreakrevealstheUmbrellaCorporation'sdarksecrets.Basedonthehorrorfranchise.",2022,TV-MA,51,"scifi,thriller,action,horror",US,1,tt9660182,3.7,24982,1387.392,5.956
tm463762,RRR,MOVIE,Afictionalhistoryoftwolegendaryrevolutionaries'journeyawayfromhomebeforetheybeganfightingfortheircountryinthe1920s.,2022,R,187,"drama,action",IN,,tt8178634,8,87515,53.526,7.8
tm305129,Sing2,MOVIE,"BusterandhisnewcastnowhavetheirsightssetondebutinganewshowattheCrystalTowerTheateringlamorousRedshoreCity.Butwithnoconnections,heandhissingersmustsneakintotheCrystalEntertainmentoffices,runbytheruthlesswolfmogulJimmyCrystal,wherethegangpitchestheridiculousideaofcastingthelionrocklegendClayCallowayintheirshow.Bustermustembarkonaquesttofindthenow-isolatedClayandpersuadehimtoreturntothestage.",2021,PG,110,"comedy,family,fantasy,music,drama,animation",US,,tt6467266,7.4,58423,545.619,8.052
tm852360,TheManfromToronto,MOVIE,"Inacaseofmistakenidentity,theworld’sdeadliestassassin,knownastheManfromToronto,andaNewYorkCityscrew-upareforcedtoteamupafterbeingconfusedforeachotheratanAirbnb.",2022,PG-13,110,"action,thriller,drama,romance,comedy",US,,tt11671006,5.8,31497,1439.906,6.449
tm1170388,Persuasion,MOVIE,"Livingwithhersnobbyfamilyonthebrinkofbankruptcy,AnneElliotisanunconformingwomanwithmodernsensibilities.WhenFrederickWentworth-thedashingonesheoncesentaway-crashesbackintoherlife,Annemustchoosebetweenputtingthepastbehindherorlisteningtoherheartwhenitcomestosecondchances.",2022,PG,107,"romance,drama,comedy","US,GB",,tt13456318,,,127.205,6
tm1126268,Hustle,MOVIE,AbasketballscoutdiscoversaphenomenalstreetballplayerwhileinSpainandseestheprospectashisopportunitytogetbackintotheNBA.,2022,R,117,"drama,sport,comedy",US,,tt8009428,7.4,89770,746.928,7.9
tm1020438,Spiderhead,MOVIE,"Inthenearfuture,convictsareofferedthechancetovolunteerasmedicalsubjectstoshortentheirsentence.Onesuchsubjectforanewdrugcapableofgeneratingfeelingsoflovebeginsquestioningtherealityofhisemotions.",2022,R,106,"scifi,thriller,drama,action,crime",US,,tt9783600,5.4,43239,996.869,5.8
ts271450,TheLincolnLawyer,SHOW,"Sidelinedafteranaccident,hotshotLosAngeleslawyerMickeyHallerrestartshiscareer—andhistrademarkLincoln—whenhetakesonamurdercase.",2022,TV-MA,50,"crime,drama,thriller",US,1,tt13833978,7.7,30295,68.925,8.1
ts277084,Manvs.Bee,SHOW,"Amanfindshimselfatwarwithabeewhilehousesittingaluxuriousmansion.Whowillwin,andwhatirreparabledamagewillbedoneintheprocess?",2022,TV-PG,11,"comedy,family",GB,1,tt13640670,6.8,22287,260.169,7.477
tm1067148,TheSeaBeast,MOVIE,"Whenayounggirlstowsawayontheshipofalegendaryseamonsterhunter,theylaunchanepicjourneyintounchartedwaters-andmakehistorytoboot.",2022,PG,115,"comedy,family,fantasy,scifi,animation",US,,tt9288046,7.1,18852,1723.363,7.634
tm1226954,GirlinthePicture,MOVIE,"Ayoungmother’smysteriousdeathandherson’ssubsequentkidnappingblowopenadecades-longmysteryaboutthewoman’strueidentity,andthemurderousfederalfugitiveatthecenterofitall.",2022,R,102,"documentation,crime",US,,tt21059520,7.3,9786,219.908,7.196
ts356995,HowtoChangeYourMind,SHOW,"AuthorMichaelPollanleadsthewayinthisdocuseriesexploringthehistoryandusesofpsychedelics,includingLSD,psilocybin,MDMAandmescaline.",2022,TV-MA,54,documentation,US,1,tt21062540,8.2,627,19.552,7
ts269395,God'sFavoriteIdiot,SHOW,"ClarkThompson,amidleveltech-supportemployee,findslovewithco-workerAmilyLuckatexactlythesametimehebecomestheunwittingmessengerofGod.Also,there'srollerskating,alakeoffireandanimpendingapocalypse.",2022,TV-MA,27,"comedy,fantasy",US,1,tt13861620,5.7,4196,7.322,7
ts353844,KeepSweet:PrayandObey,SHOW,"Ininterviewsandrarehomevideofootage,ex-FLDSmemberssharethetruthabouttheirisolatedcommunity—andtheeventsthatpushedthemtoleave.",2022,TV-MA,49,"crime,documentation",US,1,tt20560404,7.4,7174,10.307,7.4
tm1143265,Incantation,MOVIE,"Inspiredbyatruestoryofafamilywhobelievedtheywerepossessedbyspirits,thisfilmfollowsawomanwhomustprotectherchildfromacurse.WARNING:Thisisacursedvideo,itmightcontaincertainriskstowatch;Forthosewhodarestofollow,pleasesolvethepuzzleofmydaughter'scursewithme.",2022,,111,horror,TW,,tt18968540,6.2,5660,2274.044,7.4
tm957290,Umma,MOVIE,"AmandaandherdaughterliveaquietlifeonanAmericanfarm,butwhentheremainsofherestrangedmotherarrivefromKorea,Amandabecomeshauntedbythefearofturningintoherownmother.",2022,PG-13,83,"horror,drama",US,,tt13235822,4.6,4583,155.039,5.9
ts357030,D.B.Cooper:WhereAreYou?!,SHOW,"Theserieslooksatthe50-yearquesttofindthemysteriousmanwhohijackedaNorthwestAirlinespassengerjetinNovember1971andescapedwith$200,000,nevertobeseenagain.Fivedecades.Fewclues.Toomanysuspects.TheidentityofskyjackerD.B.Cooperremainsoneofthegreatestmysteriesofthe20thcentury.
",2022,TV-MA,43,"crime,documentation",US,1,tt21063170,,,15.171,5.7
ts306335,"Boo,Bitch",SHOW,"TwoseniorBFFsmakealast-ditchattempttobeseen.Butwhenoneofthembecomesaghost,she'llneedtoreallyliveherbestlife—whileshecan.",2022,TV-14,25,"scifi,comedy",US,1,tt14097144,5.7,2203,481.983,6.5
tm1043537,OperationMincemeat,MOVIE,"In1943,twoBritishintelligenceofficersconcoctOperationMincemeat,whereintheirplantodropacorpsewithfalsepapersoffthecoastofSpainwouldfoolNazispiesintobelievingtheAlliedforceswereplanningtoattackbywayofGreeceratherthanSicily.",2022,PG-13,128,"drama,war,history","GB,US",,tt1879016,6.6,18893,44.29,6.7
ts215951,MidnightMass,SHOW,"Anisolatedislandcommunityexperiencesmiraculousevents-andfrighteningomens-afterthearrivalofacharismatic,mysteriousyoungpriest.",2021,TV-MA,64,"fantasy,horror,action,drama,scifi",US,1,tt10574558,7.7,106385,73.108,7.613
ts108385,InventingAnna,SHOW,"AjournalistwithalottoproveinvestigatesthecaseofAnnaDelvey,theInstagram-legendaryGermanheiresswhostoletheheartsofNewYork’ssocialscene–andstoletheirmoneyaswell.",2022,TV-MA,68,drama,US,1,tt8740976,6.8,61061,74.876,6.8
tm928497,ValleyoftheDead,MOVIE,"They'resoldiersondifferentsidesofthewar.Butwhenthedeadcomebacktolife,theonlysidetheywanttobeonistheonethatsurvives.",2022,R,101,"comedy,horror,war,fantasy,thriller,action",ES,,tt10127708,6.5,114,1668.296,6.303
ts308317,SnowflakeMountain,SHOW,"Abunchofcluelesskidultsareputthroughtheirpacesatawildernesssurvivalretreattotryandkickstartthemintostandingontheirowntwofeet.There'snorunningwater,noparents,and,worstofall,noWi-Fi.",2022,TV-MA,38,reality,GB,1,tt15292870,4.9,691,3.681,6.7
tm1228854,BillBurr:LiveatRedRocks,MOVIE,"ComedianBillBurrsoundsoffoncancelculture,feminism,gettingbadreviewsfromhiswifeandalife-changingepiphanyduringafierystand-upset.",2022,,82,"comedy,documentation",,,tt21106500,7.8,1281,16.145,6.9
ts264270,AnatomyofaScandal,SHOW,AsexualconsentscandalamongstBritishprivilegedeliteandthewomencaughtupinitswake.,2022,TV-MA,46,"drama,thriller","GB,US",1,tt12748084,7,23981,11.678,7.5
ts222333,Arcane,SHOW,"AmidthestarkdiscordoftwincitiesPiltoverandZaun,twosistersfightonrivalsidesofawarbetweenmagictechnologiesandclashingconvictions.",2021,TV-14,41,"scifi,action,drama,animation,fantasy",US,1,tt11126994,9,186899,106.45,9.081
ts220305,SquidGame,SHOW,"Hundredsofcash-strappedplayersacceptastrangeinvitationtocompeteinchildren'sgames—withhighstakes.But,atemptingprizeawaitsthevictor.",2021,TV-MA,55,"action,thriller,drama",KR,2,tt10919420,8,426967,361.925,7.821
ts271437,MoneyHeist(KoreanRemake),SHOW,"Astoryofgeniusstrategistsandrobberswithdifferentpersonalitiesandabilities.SetintheKoreanPeninsula,confrontingextraordinaryvariablesandcarryingoutunprecedentedhostagerobbery.",2022,TV-MA,70,"action,drama,thriller,crime",KR,1,tt13696452,5.2,5142,904.326,7.998
tm1082564,TheAdamProject,MOVIE,"Afteraccidentallycrash-landingin2022,time-travelingfighterpilotAdamReedteamsupwithhis12-year-oldselfforamissiontosavethefuture.",2022,PG-13,106,"drama,action,comedy,scifi",US,,tt2463208,6.7,183489,317.154,7.106
ts217231,Heartstopper,SHOW,TeensCharlieandNickdiscovertheirunlikelyfriendshipmightbesomethingmoreastheynavigateschoolandyoungloveinthiscoming-of-ageseries.,2022,TV-14,28,"romance,drama",GB,3,tt10638036,8.7,45476,165.66,9.027
ts344162,ExtraordinaryAttorneyWoo,SHOW,BrilliantattorneyWooYoung-wootackleschallengesinthecourtroomandbeyondasanewbieatatoplawfirmandawomanontheautismspectrum.,2022,,70,drama,KR,1,,,,511.033,8.4
ts225061,PiecesofHer,SHOW,AnactofviolencerocksasleepyGeorgiatownaswellasthebondbetweenamotherandherdaughter.,2022,TV-MA,51,"drama,crime,thriller",US,1,tt9170236,6.3,22435,18.516,6.6
ts223537,Maid,SHOW,"InspiredbythepowerfulNewYorkTimesbest-sellingmemoirMaid:HardWork,LowPay,andaMother'sWilltoSurvivebyStephanieLand,Maidwillchronicleasinglemotherwhoturnstohousekeepingto-barely-makeendsmeetasshebattlesagainstpoverty,homelessness,andbureaucracy.",2021,TV-MA,54,"drama,comedy",US,1,tt11337908,8.4,77885,0.6,8
tm856378,Don'tLookUp,MOVIE,TwoAmericanastronomersattempttowarnhumankindaboutanapproachingcometthatwillwipeoutlifeonplanetEarth.,2021,R,138,"comedy,drama,scifi",US,,tt11286314,7.2,515337,120.874,7.208
tm674063,ThePoweroftheDog,MOVIE,"CharismaticrancherPhilBurbankinspiresfearandaweinthosearoundhim.Whenhisbrotherbringshomeanewwifeandherson,Philtormentsthemuntilhefindshimselfexposedtothepossibilityoflove.",2021,R,126,"drama,romance,western","GB,AU,CA,GR,NZ",,tt10293406,6.8,164844,41.183,6.8
ts356887,HowToBuildaSexRoom,SHOW,CoupleslookingformorespiceinthebedroomhireluxuryinteriordesignerMelanieRosetocreatestylishspaceswheretheycancarryoutanyfantasytheywish.,2022,TV-MA,42,reality,US,1,tt21030224,5.3,181,8.976,8.1
ts328671,"BASTARD‼-HeavyMetal,DarkFantasy-",SHOW,"WhenevilforcesthreatentoresurrectAnthrasax,theGodofDestruction,theKingdomofMeta-llicanacallsonavolatiledarkwizardforhelp.",2022,TV-MA,25,"animation,action,scifi,comedy,fantasy",JP,1,tt17736234,6.7,854,23.009,6.8
ts288808,TheLongestNight,SHOW,"Centresonapsychiatricprisonwhereagroupofarmedmenaimtocaptureanincarceratedserialkiller,butaremetwithresistancefromtheprisondirector.",2022,TV-MA,45,"action,crime,drama,thriller",ES,1,tt14463552,5.8,502,0.6,6.643
ts319426,YouDon'tKnowMe,SHOW,"Accusedofmurder,Heroshouldn'tstandachanceincourt.Heswearshe'sinnocent.Butintheend,allthatmattersisthis:doyoubelievehim?",2021,,56,"drama,crime",GB,1,tt12005828,6.9,4037,6.332,6.3
tm1072066,Blasted,MOVIE,"WhenaformerchildhoodfriendcrashesSebastian'sbachelorpartyandmakesitallabouthimself,onlyanalieninvasioncanmakethemputasidetheirbadbloodandreuniteasthekick-asslaser-tagduotheyoncewere.",2022,,114,"action,comedy,scifi",NO,,tt14866710,4.8,1528,41.268,5.3
ts255888,FirstKill,SHOW,"FallinginloveistrickyforteensJulietteandCalliope:One'savampire,theother'savampirehunter—andbotharereadytomaketheirfirstkill.",2022,TV-MA,49,"thriller,drama,fantasy,horror",US,1,tt13315156,6.4,23605,252.955,8.4
tm1221677,"Hello,Goodbye,andEverythinginBetween",MOVIE,"ClareandAidan,whoaftermakingapactthattheywouldbreakupbeforecollege,findthemselvesretracingthestepsoftheirrelationshipontheirlasteveningasacouple.Theepicdateleadsthemtofamiliarlandmarks,unexpectedplaces,andcausesthemtoquestionwhetherhighschoolloveismeanttolast.",2022,PG-13,83,"drama,comedy,romance",US,,tt4181158,4.9,1842,564.004,5.965
ts306526,Queen,SHOW,"Afteradecades-longabsence,arenownedParisiantailoranddragqueenreturnstohishometowninPolandtomakeamendswithhisdaughter.",2022,TV-MA,49,drama,PL,1,tt15096884,7.1,815,8.782,7.3
ts311101,KingofStonks,SHOW,"Seriesinspiredbyrealeventsinthefinancialworld,centersonnarcissism,megalomaniaanddoublestandards.",2022,TV-MA,47,"comedy,drama,thriller",DE,1,tt15407486,6,318,9.01,6.2
ts241363,Alba,SHOW,Achainofeventsiskickstartedwhenayounggirlisgang-rapedbyfourboys.,2021,TV-MA,50,drama,ES,1,tt12446242,6.2,511,87.031,7.1
tm1044289,Interceptor,MOVIE,AU.S.ArmyCaptainusesheryearsoftacticaltrainingtosavehumanityfromsixteennuclearmissileslaunchedattheU.S.asaviolentattackthreatensherremotemissileinterceptorstation.,2022,PG-13,98,"thriller,action,drama",AU,,tt14174940,4.5,20007,438.512,6.13
ts312082,AlchemyofSouls,SHOW,"Apowerfulsorceressinablindwoman'sbodyencountersamanfromaprestigiousfamily,whowantsherhelptochangehisdestiny.",2022,TV-14,80,"drama,action,thriller,scifi,comedy,fantasy,romance",KR,1,tt20859920,8.6,878,108.72,8
ts90093,ThePentaverate,SHOW,"Afterinfluencingglobaleventsforcenturies,asecretsocietyfacesadangerousthreatfromwithin.CanaCanadianreportersavethem—andtheworld?",2022,TV-MA,26,comedy,US,1,tt10203880,6.1,8726,8.239,5.9
ts307973,Murderville,SHOW,"WelcometoMurderville,anewseriesstarringWillArnettasadetectivewho,ineveryepisode,hastosolveamurderwithanewcelebritygueststarashispartner.Thecatchis:thegueststarisnevergivenascriptsotheyhavetoimprovisetheirwaythroughthecase!",2022,TV-MA,34,"comedy,crime",US,1,tt15264192,6.8,11466,5.846,6.2
ts270910,Vikings:Valhalla,SHOW,"Inthissequelto""Vikings,""ahundredyearshavepassedandanewgenerationoflegendaryheroesarisestoforgeitsowndestiny—andmakehistory.",2022,TV-MA,51,"war,action,drama,history,romance",US,1,tt11311302,7.1,34833,236.161,7.98
tm1080083,TheLostDaughter,MOVIE,Awoman'sseasidevacationtakesadarkturnwhenherobsessionwithayoungmotherforceshertoconfrontsecretsfromherpast.,2021,R,122,drama,"GR,GB,US",,tt9100054,6.7,58882,36.068,6.6
ts296291,UncleFromAnotherWorld,SHOW,"Afterbeinginacomafor17years,Takafumi'smiddle-agedunclesuddenlywakesupspeakinganunrecognizablelanguageandwieldingmagicalpowers.",2022,TV-MA,24,scifi,JP,1,,,,64.356,7
ts87242,ShadowandBone,SHOW,"Inaworldcleavedintwobyamassivebarrierofperpetualdarkness,ayoungsoldieruncoversapowerthatmightfinallyunitehercountry.Butasshestrugglestohoneherpower,dangerousforcesplotagainsther.Thugs,thieves,assassinsandsaintsareatwarnow,anditwilltakemorethanmagictosurvive.",2021,TV-14,52,"scifi,drama,fantasy,action",US,1,tt2403776,7.6,80009,28.08,8.2
ts302437,KungFuPanda:TheDragonKnight,SHOW,"FollowtheadventuresofPo,whopartnersupwithano-nonsenseEnglishknightnamedWanderingBladetofindacollectionoffourpowerfulweaponsbeforeamysteriouspairofweaselsdo,andsavetheworldfromdestruction.",2022,TV-Y7,24,"action,animation,family,fantasy,comedy",US,1,tt18783984,5.9,742,656.832,7.5
tm979026,"tick,tick...BOOM!",MOVIE,"Onthecuspofhis30thbirthday,JonathonLarson,apromisingyoungtheatercomposer,navigateslove,friendship,andthepressuresoflifeasanartistinNewYorkCity.",2021,PG-13,121,drama,US,,tt8721424,7.5,98370,33.246,7.8
ts353837,"WebofMakeBelieve:Death,LiesandtheInternet",SHOW,"Conspiracy.Fraud.Violence.Murder.Whatstartsoutvirtualcangetrealalltooquickly—andwhenthewebisworldwide,soaretheconsequences.",2022,TV-MA,57,"crime,documentation",US,1,tt20602042,6.1,1145,5.959,6.6
ts256072,TheWomanintheHouseAcrosstheStreetfromtheGirlintheWindow,SHOW,"ForAnna,everydayisthesame.Shesitswithherwine,staringoutthewindow,watchinglifegobywithouther.Butwhenahandsomeneighbormovesinacrossthestreet,Annastartstoseealightattheendofthetunnel.Thatisuntilshewitnessesagruesomemurder…Ordidshe?",2022,TV-MA,26,"thriller,crime,drama,comedy",US,1,tt13315324,6.3,41822,14.902,7
tm404856,RedNotice,MOVIE,"AnInterpol-issuedRedNoticeisaglobalalerttohuntandcapturetheworld'smostwanted.ButwhenadaringheistbringstogethertheFBI'stopprofilerandtworivalcriminals,there'snotellingwhatwillhappen.",2021,PG-13,117,"thriller,action,comedy,crime",US,,tt7991608,6.3,264194,311.673,6.775
ts317746,CaféMinamdang,SHOW,Asuspiciousbusinessthatofferstheservicesofapurportedlyall-knowingshamancatchestheattentionofatenaciouspoliceinspector.,2022,,64,"drama,comedy,crime,thriller",KR,1,tt21049186,7,131,51.111,7.2
ts354073,TheFutureOf,SHOW,"Withthehelpofindustryexperts,thisinnovativedocuseriesexaminesnewandemergingtechnologicaltrendstoimaginerevolutionarypossibilities.",2022,TV-14,20,documentation,US,1,tt19895946,4.7,165,6.998,6.6
ts256710,Archive81,SHOW,Anarchivisttakesajobrestoringdamagedvideotapesandgetspulledintothevortexofamysteryinvolvingthemissingdirectorandademoniccult.,2022,TV-MA,54,"drama,scifi,horror,thriller",US,1,tt13365348,7.3,45954,61.695,7.4
ts281927,StayClose,SHOW,"Thelivesofaphotojournalist,asoccermomandahomicidedetectivearedisturbedbyaterribleeventfromthepast.",2021,TV-MA,47,"crime,drama,thriller",GB,1,tt2201227,6.9,30197,11.449,7.2
ts298766,PirateGoldofAdakIsland,SHOW,Willthisexpertteamunearthlegendarypiratetreasure?FollowthehuntforburiedgoldamidtheharshAlaskanwildernessinthisdocumentaryseries.,2022,TV-14,29,reality,US,1,tt14849626,4.6,563,20.51,5.7
ts225855,AllofUsAreDead,SHOW,Ahighschoolbecomesgroundzeroforazombievirusoutbreak.Trappedstudentsmustfighttheirwayout—orturnintooneoftherabidinfected.,2022,TV-MA,61,"action,drama,scifi,horror,thriller,fantasy",KR,2,tt14169960,7.5,45027,491.672,8.452
ts342732,OurGreatNationalParks,SHOW,"NarratedbyformerPresidentBarackObama,thisstunningdocuseriesshinesthespotlightonsomeoftheplanet'smostspectacularnationalparks.",2022,TV-PG,52,documentation,US,1,tt18750552,7.9,1684,2.583,7.9
ts255037,ResidentEvil:InfiniteDarkness,SHOW,"YearsafterthehorrorsofRaccoonCity,LeonandClairefindthemselvesconsumedbyadarkconspiracywhenaviralattackravagestheWhiteHouse.",2021,TV-MA,27,"scifi,animation,drama,action,horror",US,1,tt13175788,5.8,9500,83.312,7.9
tm1232830,DaveChappelle:What'sinaName?,MOVIE,"DaveChappelledeliversaspeechathisprestigiousalmamaterthatreflectsonhiscomedyroots,hisrisetofameandwhyartistsshouldneverbehave.",2022,,40,comedy,US,,,,,11.947,6
tm1229846,MyDaughter'sKiller,MOVIE,Afatherfightsfordecadestobringhisdaughter'skillertojusticeinFranceandGermanybeforetakingextrememeasures.,2022,R,83,"documentation,crime","DE,FR",,tt21049266,6.9,832,177.035,6.6
tm1201262,Love&Gelato,MOVIE,"LinaisabouttograduatehighschoolandhashersightssetonherfutureatMIT.Butwhenhermomgetssick,sheencouragesLinatofollowinherfootstepsandhave“thesummerofalifetime”inRome.Usinghermom’solddiaryasaguide,sheexplorestheromanticandmagicalcity,whereshejustmightfindlove...andgelato,ofcourse.",2022,PG-13,111,"romance,comedy,drama",IT,,tt15521050,5.1,3980,146.021,5.35
tm852172,Apollo10½:ASpaceAgeChildhood,MOVIE,"Amannarratesstoriesofhislifeasa10-year-oldboyin1969Houston,weavingtalesofnostalgiawithafantasticalaccountofajourneytothemoon.",2022,PG-13,98,"animation,scifi,action,comedy,romance,family,horror,drama","NL,US",,tt7978758,7.3,6681,8.534,7.2
tm937814,TheAlpinist,MOVIE,"WhenfilmmakerPeterMortimerencountersanelusiveyoungclimbernamedMarc-AndréLeclerc,anevolutioninfreesolomountaineeringunfolds.Alongthetwo-yearjourneyuphighalpinepeaksandsteepfrozenwaterfalls,PeterexploresMarc’sconnectiontonature,hisuncompromisingquestforadventure,andtheriskshetakestopursuehispassion.",2021,PG-13,92,documentation,"AT,GB,US",,tt11790780,8,8048,8.534,7.7
ts320073,AttackonPearlHarbor:MinutebyMinute,SHOW,Coversthe1941JapanesemilitarystrikeonaHawaiiannavalbaseinneverbeforeseendetail.,2021,TV-14,45,"documentation,history",GB,1,tt16348586,7.5,68,3.377,
