id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts300399,FiveCameBack:TheReferenceFilms,SHOW,Thiscollectionincludes12WorldWarII-erapropagandafilms—manyofwhicharegraphicandoffensive—discussedinthedocuseries"FiveCameBack.",1945,TV-MA,51,documentation,US,1,,,,0.6,
tm84618,TaxiDriver,MOVIE,AmentallyunstableVietnamWarveteranworksasanight-timetaxidriverinNewYorkCitywheretheperceiveddecadenceandsleazefeedhisurgeforviolentaction.,1976,R,114,"drama,crime",US,,tt0075314,8.2,808582,40.965,8.179
tm154986,Deliverance,MOVIE,"IntentonseeingtheCahulawasseeRiverbeforeit'sturnedintoonehugelake,outdoorfanaticLewisMedlocktakeshisfriendsonariver-raftingtripthey'llneverforgetintothedangerousAmericanback-country.",1972,R,109,"drama,action,thriller,european",US,,tt0068473,7.7,107673,10.01,7.3
tm127384,MontyPythonandtheHolyGrail,MOVIE,"KingArthur,accompaniedbyhissquire,recruitshisKnightsoftheRoundTable,includingSirBedeveretheWise,SirLancelottheBrave,SirRobintheNot-Quite-So-Brave-As-Sir-LancelotandSirGalahadthePure.Ontheway,ArthurbattlestheBlackKnightwho,despitehavinghadallhislimbschoppedoff,insistshecanstillfight.TheyreachCamelot,butArthurdecidesnottoenter,as""itisasillyplace"".",1975,PG,91,"fantasy,action,comedy",GB,,tt0071853,8.2,534486,15.461,7.811
tm120801,TheDirtyDozen,MOVIE,"12AmericanmilitaryprisonersinWorldWarIIareorderedtoinfiltrateawell-guardedenemychâteauandkilltheNaziofficersvacationingthere.Thesoldiers,mostofwhomarefacingdeathsentencesforavarietyofviolentcrimes,agreetothemissionandthepossiblecommutingoftheirsentences.",1967,,150,"war,action","GB,US",,tt0061578,7.7,72662,20.398,7.6
ts22164,MontyPython'sFlyingCircus,SHOW,"ABritishsketchcomedyserieswiththeshowsbeingcomposedofsurreality,risquéorinnuendo-ladenhumour,sightgagsandobservationalsketcheswithoutpunchlines.",1969,TV-14,30,"comedy,european",GB,4,tt0063929,8.8,73424,17.617,8.306
tm70993,LifeofBrian,MOVIE,"BrianCohenisanaverageyoungJewishman,butthroughaseriesofridiculousevents,hegainsareputationastheMessiah.Whenhe'snotdodginghisfollowersorbeingscoldedbyhisshrillmother,thehaplessBrianhastocontendwiththepompousPontiusPilateandacronym-obsessedmembersofaseparatistmovement.RifewithMontyPython'ssignatureabsurdity,thetalefindsBrian'slifeparallelingBiblicallore,albeitwithmanymorelaughs.",1979,R,94,comedy,GB,,tt0079470,8,395024,17.77,7.8
tm14873,DirtyHarry,MOVIE,"Whenamadmandubbed'Scorpio'terrorizesSanFrancisco,hard-nosedcop,HarryCallahan–famousforhistake-no-prisonersapproachtolawenforcement–istaskedwithhuntingdownthepsychopath.HarryeventuallycollarsScorpiointheprocessofrescuingakidnapvictim,onlytoseehimwalkontechnicalities.Now,themaverickdetectiveisdeterminedtonailthemaniachimself.",1971,R,102,"thriller,action,crime",US,,tt0066999,7.7,155051,12.817,7.5
tm119281,BonnieandClyde,MOVIE,"Inthe1930s,boredwaitressBonnieParkerfallsinlovewithanex-connamedClydeBarrowandtogethertheystartaviolentcrimespreethroughthecountry,stealingcarsandrobbingbanks.",1967,R,110,"crime,drama,action",US,,tt0061418,7.7,112048,15.687,7.5
tm98978,TheBlueLagoon,MOVIE,"Twosmallchildrenandaship'scooksurviveashipwreckandfindsafetyonanidyllictropicalisland.Soon,however,thecookdiesandtheyoungboyandgirlareleftontheirown.DaysbecomeyearsandEmmelineandRichardmakeahomeforthemselvessurroundedbyexoticcreaturesandnature'sbeauty.Butwilltheyeverseecivilizationagain?",1980,R,104,"romance,action,drama",US,,tt0080453,5.8,69844,50.324,6.156
tm44204,TheGunsofNavarone,MOVIE,"Ateamofalliedsaboteursareassignedanimpossiblemission:infiltrateanimpregnableNazi-heldislandanddestroythetwoenormouslong-rangefieldgunsthatpreventtherescueof2,000trappedBritishsoldiers.",1961,,158,"action,drama,war","GB,US",,tt0054953,7.5,50748,13.844,7.3
tm67378,TheProfessionals,MOVIE,AnarrogantTexasmillionairehiresfouradventurerstorescuehiskidnappedwifefromanotoriousMexicanbandit.,1966,PG-13,117,"western,action,european",US,,tt0060862,7.3,16446,13.123,7.1
tm69997,RichardPryor:LiveinConcert,MOVIE,"RichardPryordeliversmonologuesonrace,sex,familyandhisfavoritetarget—himself,liveattheTerraceTheatreinLongBeach,California.",1979,R,78,"comedy,documentation",US,,tt0079807,8.1,5141,4.718,7.5
tm16479,WhiteChristmas,MOVIE,Twotalentedsong-and-dancementeamupafterthewartobecomeoneofthehottestactsinshowbusiness.IntimetheybefriendandbecomeromanticallyinvolvedwiththebeautifulHaynessisterswhocompriseasisteract.,1954,,115,"romance,comedy",US,,tt0047673,7.5,42488,8.915,7.2
tm135083,CairoStation,MOVIE,"Qinawi,aphysicallychallengedpeddlerwhomakeshislivingsellingnewspapersinthecentralCairotrainstation,isobsessedbyHanuma,anattractiveyoungwomanwhosellsdrinks.Whileshejokeswithhimaboutapossiblerelationship,sheisactuallyinlovewithAbuSiri,astrongandrespectedporteratthestationwhoisstrugglingtounionizehisfellowworkerstocombattheirboss'exploitativeandabusivetreatment.",1958,,77,"drama,crime,comedy",EG,,tt0051390,7.5,4471,5.546,7.3
tm89386,Hitler:ACareer,MOVIE,"AkeenchronicleoftheunlikelyrisetopowerofAdolfHitler(1889-1945)andadissectionoftheThirdReich(1933-1945),butalsoananalysisofmasspsychologyandhowthedesperatecrowdcanbedeceivedandshepherdedtotheslaughterhouse.",1977,PG,150,"history,documentation,european",DE,,tt0191182,7.5,2460,4.305,7.3
tm156453,FTA,MOVIE,"AdocumentaryaboutapoliticaltroupeheadedbyactorsJaneFondaandDonaldSutherlandwhichtraveledtotownsnearmilitarybasesintheUSintheearly1970s.Thegroupputonshowscalled""F.T.A."",whichstoodfor""F**ktheArmy"",andwasaimedatconvincingsoldierstovoicetheiroppositiontotheVietnamWar,whichwasragingatthetime.Varioussingers,actorsandotherentertainersperformedantiwarsongsandskitsduringtheshow.",1972,R,97,"war,documentation,music,comedy",US,,tt0068562,6.2,418,1.268,6.1
tm14350,Alexandria…Why?,MOVIE,"Setagainstthepanoramicbackdropofwar-tornEgypt,directorYoussefChahinetellsahighlypersonaltaleofloveanddetermination.Amidthepoverty,deathandsufferingcausedbyWorldWarII,18year-oldYehia,retreatsintoaprivateworldoffantasyandlonging.ObsessedwithHollywood,hedreamsofonedaystudyingfilmmakinginAmerica,butafterfallinginloveanddiscoveringtheliesofEuropeanoccupation,Yehiaprofoundlyreevaluateshisidentityandallegiances.",1979,,133,drama,EG,,tt0077751,7.2,1727,1.37,6
tm81728,TheLand,MOVIE,"Setin1933,themayorinformsthepeasantsthattheshareofirrigationoftheirlandwillbesplitequallybetweenthemandfeudallordMahmoudBey.ThepeasantssendMuhammadEffenditosubmitapetitiontothegovernment.ThenMahmoudBeyproposesaprojectthatwouldrequiretakingpartofthepeasants'lands.",1969,,129,drama,EG,,tt0064038,8.1,1958,1.265,8.5
tm94651,Dostana,MOVIE,"Twoclosefriendsdecidetoenterlawenforcement,oneasapoliceofficer,theotherasalawyer,buttheirfriendshipbeginstounravelwhentheybothfallinlovewiththesamewoman.",1980,,161,"drama,comedy,crime,romance,action",IN,,tt0080653,2.1,25,3.98,4.9
tm27298,SaladintheVictorious,MOVIE,"Saladin,thefirstsultanofEgyptandSyria,leadstheMuslimmilitarycampaignagainsttheinvadingChristiansfromEuropeduringtheThirdCrusade.",1963,,186,"action,drama,war,history,romance",EG,,tt0057357,7.6,2508,4.156,7.1
tm100027,AlibabaAur40Chor,MOVIE,"ThemovieisbasedonthestoryofAliBabaandtheFortyThieves,fromtheOneThousandandOneNightsorArabianTales.TheroleofAliBabaisplayedbyDharmendraandHemaMaliniplayMorjina.",1979,,146,"drama,romance,action,fantasy,family","SU,IN",,tt0079749,6.2,565,2.582,6.8
tm19608,TheBlazingSun,MOVIE,"Arichlandlordfloodsanddestroysavillageonpurposetopreventthepeoplelivingtherefrommakingaprofitofftheircrops.Whathedoesn'tknowisthathisowndaughterisinlovewithAhmed,ayoungmanfromthevillage.",1954,,100,"crime,romance,drama",EG,,tt0047500,7.4,1219,2.184,7
tm204541,DarkWaters,MOVIE,"Ragab,apoorsailor,returnshometoAlexandriaafterthreeyearsofabsence,duringwhichhetriedtosavemoneytomarryhisonetruelove,Hamedah.Butthere'stroubleontheharbor,andwithanoldfriend.",1956,,120,"action,drama,romance,thriller",EG,,tt0049761,6.7,610,0.849,5.9
tm259855,WeAreAllfortheFatherland,MOVIE,"Afterthe1978IsraeliinvasionofLebanon,childrentrytosingthenationalanthemascitizenssearchforhopeinthewar-tornSouth.",1979,,74,documentation,"LB,CA,FR",,tt0170799,6.1,47,0.6,5.2
tm356209,Singapore,MOVIE,"WhenhisemployeedisappearsinSingapore,ShyamtravelsfromIndiatoinvestigatetheabsenceandbecomesentangledinadeadlyplot.",1960,,158,"drama,thriller,crime",IN,,tt0268639,6.4,84,0.792,6.3
ts45948,MontyPython'sFliegenderZirkus,SHOW,"MontyPython'sFliegenderZirkusconsistedoftwo45-minuteMontyPythonGermantelevisioncomedyspecialsproducedbyWDRforWestGermantelevision.ThetwoepisodeswerefirstbroadcastinJanuaryandDecember1972andwereshotentirelyonfilmandmostlyonlocationinBavaria,withthefirstepisoderecordedinGermanandthesecondrecordedinEnglishandthendubbedintoGerman.",1972,TV-MA,43,comedy,,1,tt0202477,8.1,2151,1.487,7
tm200475,"Beirut,OhBeirut",MOVIE,"Intheaftermathofthe1967defeat,fouryoungLebanesetrytofigureouttheirplacesinasocietywhoserulesseemtohavechanged.Itprovedtobeanextraordinaryanticipationofthecivilwarthatwouldengulfthecountrywhilethefilmwasbeingedited.",1975,,110,drama,LB,,tt0169599,6.4,108,1.025,7.2
tm90896,TheReturnoftheProdigalSon,MOVIE,"InthisAndreGideadaptation,anactivistisreleasedaftermanyyearsinprisonandreturnshome,shakingupestablishedrelationshipsamonghisfamilymembersatthefarmgovernedbyhisstrictfather.DemonstratingChahine’seclecticism,thisisanelegantmelodrama,exuberantmusical,layeredallegory,andprofoundportraitofpersonalandpoliticaldisillusionment.",1976,,124,"music,drama,crime","DZ,EG",,tt0074168,7.2,780,1.858,5.3
tm336403,KhoonKhoon,MOVIE,"Asacrazedkillerblazesatrailofbloodthroughananxiouscity,ahardenedcopaimstotakehimdownbyanymeansinthisremakeofDirtyHarry.",1973,,131,"crime,thriller",IN,,tt0230412,5.1,41,1.948,3.8
tm107372,Manoranjan,MOVIE,"HavaldarRatanisarookieatthelocalpolicestation,andisassigneddutyonfootpatrolonManoranjanStreet,anotoriousred-lightarea,ontheveryfirstdayofhisjob.Hestrikesupaconversationwithagood-lookingyoungwomannamedNisha,andtellsherthatthereisapossibleviolationofSuppressionofImmoralTraffickingActtakingplaceonthisstreet.Hewitnessesseveralwomensolicitingmen,anddecidestocallinthepaddywagon,andgetthemarrested.Alas,oneofthemenfrequentingtheprostitutesisnoneotherthanRatan'ssuperiorofficer,whoimmediatelysummonsRatan,andhashimremovedfromserviceoncorruptioncharges.NishatakespityonahomelessandunemployedRatan,andaskshimtolivewithher.Hedoesnotwanthertosellherbody,andsohedecidestoworkatnight,andduringthedayhetakesontheguiseofarichNawabandspendstimewithher.",1974,,162,"romance,drama,comedy",IN,,tt0071811,6.5,237,1.532,5.3
tm358653,Ujala,MOVIE,"Anhonestmandreamsofabetterlifeforhisfamily,butachildhoodfriendleadshimintoaworldofcrimethatkeepshappinessjustoutofreach.",1959,,142,"romance,crime,drama",IN,,tt0157132,6.6,78,0.84,6
tm259684,Whispers,MOVIE,"Ateverystation,betweensitesfilledwithpoetryandnostalgiaforabygoneera,thepoet'sdasheddreamsandidealizedvisionofhercountrycoincidewiththedirector'sown.",1980,,93,documentation,"CA,FR,LB",,tt0170803,7.8,78,0.6,5
tm403346,ChadiJawaniBudheNu,MOVIE,"Asmall-timebusinessman(B.S.Sood)reachesthe""naughtyforties"".Nowhiswifeisnotgoodenoughanymore,sohedecidesheneedsamodernuptodatemistress,resultinginhilarioussituations.",1976,,135,romance,IN,,tt3290368,4.6,14,0.62,6
tm16812,Bandie,MOVIE,"MaharajBrajbhanlivesawealthylifestyleinBharatpur,Indiaalongwithhiswife,BadiRani,buthavebeenunabletoconceiveforBharatpur,andhavenochoicebuttoleaveit'sreignswithBrajban'swidowedcousin,Vikram,andhisson,Kanchan.WhenVikramfindsoutthatBadiRaniispregnant,heplotstofirstsullyhercharacterbyhavingherabducted,thenshunnedbytheMaharaj,andthendecidestohaveherkilled.Butherkillerhasachangeofheartandletsherlive.Shegivesbirthtoason,nameshimBhola,andstartslivingasimplelifestyleinaMandirwiththehelpofit'sPoojary.YearslaterVikramfindsoutsheisaliveandkillsher,aswellthePoojaryandthePoojary'sson.Bholawitnessesthis,managestoescape,startstolivewithapoorwidow,growsupuneducated,andmakesalivingthroughcrime.",1978,,141,"drama,action,romance",IN,,tt1219315,4.4,35,1.166,6
ts20681,Seinfeld,SHOW,Astand-upcomedianandhisthreeoffbeatfriendsweatherthepitfallsandpayoffsoflifeinNewYorkCityinthe'90s.It'sashowaboutnothing.,1989,TV-PG,24,comedy,US,9,tt0098904,8.9,308824,130.213,8.301
tm155787,GoodFellas,MOVIE,"ThetruestoryofHenryHill,ahalf-Irish,half-SicilianBrooklynkidwhoisadoptedbyneighbourhoodgangstersatanearlyageandclimbstheranksofaMafiafamilyundertheguidanceofJimmyConway.",1990,R,145,"drama,crime",US,,tt0099685,8.7,1131681,50.387,8.463
tm22327,FullMetalJacket,MOVIE,ApragmaticU.S.MarineobservesthedehumanizingeffectstheU.S.-VietnamWarhasonhisfellowrecruitsfromtheirbrutalbootcamptrainingtothebloodystreetfightinginHue.,1987,R,117,"war,drama","US,GB",,tt0093058,8.3,729274,32.937,8.1
tm180542,OnceUponaTimeinAmerica,MOVIE,"AformerProhibition-eraJewishgangsterreturnstotheLowerEastSideofManhattanoverthirtyyearslater,whereheonceagainmustconfronttheghostsandregretsofhisoldlife.",1984,R,139,"crime,drama,european","US,IT",,tt0087843,8.3,345714,28.937,8.453
tm138875,WhenHarryMetSally...,MOVIE,"DuringtheirtravelfromChicagotoNewYork,HarryandSallydebatewhetherornotsexruinsafriendshipbetweenamanandawoman.Elevenyearslater,andthey'restillnoclosertofindingtheanswer.",1989,R,96,"comedy,romance,drama",US,,tt0098635,7.7,216199,15.123,7.4
tm2386,ANightmareonElmStreet,MOVIE,"Teenagersinasmalltownaredroppinglikeflies,apparentlyinthegripofmasshysteriacausingtheirsuicides.Acop'sdaughter,NancyThompson,tracesthecausetochildmolesterFredKrueger,whowasburnedalivebyangryparentsmanyyearsbefore.Kruegerhasnowcomebackinthedreamsofhiskillers'children,claimingtheirlivesashisrevenge.Nancyandherboyfriend,Glen,mustdeviseaplantolurethemonsteroutoftherealmofnightmaresandintotherealworld...",1984,R,91,horror,"GB,US",,tt0087800,7.4,234068,48.358,7.3
tm133087,SteelMagnolias,MOVIE,"Ayoungbeautician,newlyarrivedinasmallLouisianatown,findsworkatthelocalsalon,whereasmallgroupofwomenshareaclosebondoffriendshipandwelcomeherintothefold.",1989,PG,119,"comedy,drama,romance",US,,tt0098384,7.3,54946,11.69,7.2
tm177480,PoliceAcademy,MOVIE,"NewrulesenforcedbytheLadyMayoressmeanthatsex,weight,heightandintelligenceneednolongerbeafactorforjoiningthePoliceForce.ThisopensthefloodgatesforallandsundrytoenterthePoliceAcademy,muchtothechagrinoftheinstructors.Noteveryoneistherethroughchoice,though.SocialmisfitMahoneyhasbeenforcedtosignupastheonlyalternativetoajailsentenceanditdoesn'ttakelongbeforehefallsfouloftheboorishLieutenantHarris.Butbeforelong,Mahoneyrealisesthatheisenjoyingbeingapolicecadetanddecideshewantstostay...whileHarrisdecideshewantsMahoneyout!",1984,R,97,"crime,comedy",US,,tt0087928,6.7,124881,25.533,6.6
tm54450,Christine,MOVIE,"GeekystudentArnieCunninghamfallsforChristine,arusty1958PlymouthFury,andbecomesobsessedwithrestoringtheclassicautomobiletoherformerglory.Asthecarchanges,sodoesArnie,whosenewfoundconfidenceturnstoarrogancebehindthewheelofhisexoticbeauty.Arnie'sgirlfriendLeighandbestfriendDennisreachouttohim,onlytobemetbyaFurylikenoother.",1983,R,110,"horror,thriller,european",US,,tt0085333,6.7,81922,23.418,6.8
ts22082,KnightRider,SHOW,"MichaelLong,anundercoverpoliceofficer,isshotwhileinvestigatingacaseandleftfordeadbyhisassailants.HeisrescuedbyWiltonKnight,awealthy,dyingmillionaireandinventorwhoarrangeslife-savingsurgery,includinganewfaceandanewidentity--thatofMichaelKnight.MichaelisthengivenaspecialcomputerizedandindestructiblecarcalledtheKnightIndustriesTwoThousand(nicknamedKITT),andamission:apprehendcriminalswhoarebeyondthereachofthelaw.TheseriesdepictsMichael'sexploitsasheandKITTbattletheforcesofevilonbehalfoftheFoundationforLawandGovernment.",1982,TV-PG,51,"scifi,action,crime,drama",US,4,tt0083437,6.9,34115,50.267,7.5
ts21715,Thomas&Friends,SHOW,"Thomas&FriendsisaBritishchildren'stelevisionseries,whichhaditsfirstbroadcastontheITVnetworkon4September1984.ItisbasedonTheRailwaySeriesofbooksbytheReverendWilbertAwdryandhisson,ChristopherAwdry.ThesebooksdealwiththeadventuresofagroupofanthropomorphisedlocomotivesandroadvehicleswholiveonthefictionalIslandofSodor.ThebookswerebasedonstoriesWilberttoldtoentertainhisson,Christopherduringhisrecoveryfrommeasles.FromSeriesonetofour,manyofthestoriesarebasedoneventsfromAwdry'spersonalexperience.",1984,TV-Y,10,"animation,family,comedy,fantasy,drama,action,music",GB,24,tt0086815,6.5,5104,42.196,6.5
ts20678,SavedbytheBell,SHOW,"LovableschemerZackMorrisleadshispalsonadventuresatCalifornia'sBaysideHighSchool.Thefriendsnavigaterelationships,finalexams,schooldances,breakupsandmorewhilefrequentlyfrustratingtheirprincipal,Mr.RichardBelding,whodoeshisbesttokeepthemincheck.",1989,TV-G,23,"family,comedy,romance",US,5,tt0096694,7.1,35034,19.855,8
tm145608,Awakenings,MOVIE,"Dr.MalcolmSayer,ashyresearchphysician,usesanexperimentaldrugto""awaken""thecatatonicvictimsofararedisease.Leonardisthefirstpatienttoreceivethecontroversialtreatment.Hisawakening,filledwithaweandenthusiasm,provesarebirthforSayertoo,astheexuberantpatientrevealslife'ssimplebutunutterablysweetpleasurestotheintroverteddoctor.",1990,PG-13,120,"drama,european",US,,tt0099077,7.8,139240,12.23,7.8
ts25028,WheelofFortune,SHOW,"Thisgameshowseescontestantssolvewordpuzzles,similartothoseusedinHangman,towincashandprizesdeterminedbyspinningagiantcarnivalwheel.",1983,TV-G,26,family,US,39,tt0072584,6.7,3145,5.935,6.8
tm147710,NationalLampoon'sChristmasVacation,MOVIE,"It'sChristmastime,andtheGriswoldsarepreparingforafamilyseasonalcelebration.ButthingsneverrunsmoothlyforClark,hiswifeEllen,andtheirtwokids.Clark'scontinualbadluckisworsenedbyhisobnoxiousfamilyguests,buthemanagestokeepgoing,knowingthathisChristmasbonusisduesoon.",1989,PG-13,97,"comedy,european",US,,tt0097958,7.5,185760,18.862,7.2
tm142895,LeanOnMe,MOVIE,"WhenprincipalJoeClarktakesoverdecayingEastsideHighSchool,he'sfacedwithstudentswearinggangcolorsandgraffiti-coveredwalls.Determinedtodoanythinghemusttoturntheschoolaround,heexpelssuspecteddrugdealers,padlocksdoorsanddemandseffortandresultsfromstudents,staffandparents.Autocratictoafault,thisreal-lifeeducatorputitallontheline.",1989,PG-13,105,drama,US,,tt0097722,7.4,20680,19.449,7.3
tm20712,EddieMurphyRaw,MOVIE,"EddieMurphydelights,shocksandentertainswithdead-oncelebrityimpersonations,observationson'80slove,sexandmarriage,aremembranceofMom'shamburgersandmuchmore.",1987,R,90,"comedy,documentation",US,,tt0092948,7.6,19757,7.992,7.3
tm117580,She'sGottaHaveIt,MOVIE,ThestoryofNolaDarling'ssimultaneoussexualrelationshipswiththreedifferentmenistoldbyherandbyherpartnersandotherfriends.Allthreemenwantedhertocommitsolelytothem;Nolaresistsbeing"owned"byasinglepartner.,1986,R,84,"romance,comedy",US,,tt0091939,6.7,14472,7.416,6.707
ts23753,MajorDad,SHOW,"MajorDadisanAmericansitcomcreatedbyRichardC.OkieandJohnG.Stephens,developedbyEarlPomerantz,thatoriginallyranfrom1989to1993onCBS,starringGeraldMcRaneyasMajorJohnD.MacGillisandShannaReedashiswifePolly.ThecastalsoincludesBeverlyArcher,MattMulhern,JonCypher,MarisaRyan,NicoleDubucandChelseaHertford.",1989,TV-PG,24,"comedy,family",US,4,tt0096643,6.5,2922,9.849,6.5
tm130586,EndlessLove,MOVIE,"Twoyoungkidsfallinlovewitheachother.ButthepassionistooconsumingfortheparentsofJade.Theparentstrytostopthemfromseeingeachother.Butwhenthisdoesn'twork,Davidburnsdownthehouseandissentaway.Thisdoesn'tstophimfromseeingher.Whenhegetsouthegoestolookforher.Butthepassionforhisfirstloveistoostrongandshehastoleave.",1981,R,116,"romance,drama",US,,tt0082329,4.9,8524,19.116,5.7
ts987,DangerMouse,SHOW,"DangerMouse,theworld'sgreatestsecretagent,andhisside-kickPenfoldworktofoiltheevilschemesofBaronGreenback.",1981,TV-Y,14,"animation,comedy,family,scifi,european",GB,10,tt0081848,7.4,3545,8.55,7.5
tm721687,Vaashi,MOVIE,"EbinMathew,abuddinglawyerambitiouslyjoinshandswithhisadvocatefriendMadhaviMohan,toshareanewofficespaceinorderforthemtostarttheirindependentcareers.Theirrelationshipgetsstrainedwhentheylandonoppositeendsofacase.",1983,,123,"drama,thriller",IN,,tt13913068,6.7,388,3.79,
tm40103,MobileSuitGundam:Char'sCounterattack,MOVIE,InUC0093theFederationhasrecoveredfromitsdefeatandhascreatedanewanti-colonialspecialforcesunittodealwithrebelforces:LondoBell.ElsewhereinspaceCharAznablere-appearsoutofselfimposedhidingwithadeclarationthathenowcommandshisownNeo-ZeonmovementandintendstoforcetheemigrationofEarth'sinhabitantstospacebybringingaboutanapocalypse.,1988,,119,"scifi,animation,action,drama,war",JP,,tt0095262,7.3,1693,8.092,6.7
tm125985,MobileSuitGundamII:SoldiersofSorrow,MOVIE,"AftermanagingtosurviveattacksbyZeon'sCharAznableandGarmaZabi,thecrewofFederationwarshipWhiteBaseanditsmobilesuitsmustbattleZeonforcesthroughAsia,Europe,andtheAtlanticOceaniftheyaretoreachEarthFederation'sheadquartersalive.Duringthatprocessmanyofitscrewmembersmustovercometheirfears,losses,immaturities,andinsecuritiesinordertosurvive.",1981,,133,"animation,scifi,action,drama,war",JP,,tt0159510,7.2,1274,13.125,7.2
ts2760,FiremanSam,SHOW,"FollowtheadventuresoffiremanSamandhiscolleaguesastheyprotectthecitizensoftheWelshtownofPontypandy.Wheneverthealarmsounds,braveSamandhisco-workerscanbecountedontojumpintoafireengine,hopontoahelicopter,orevenlaunchaninflatablelifeboattobattleblazes,mountrescuemissions,orprovidemedicalattentiontothoseinneed.",1987,TV-Y,10,"animation,comedy,family,crime,european",GB,13,tt0329829,6.1,1785,37.647,7.2
tm21953,SamKinison:BreakingtheRules,MOVIE,"Thisisagreatperformance.Throughyellingandenergeticstory-telling,hetalksaboutmarriage,drugs,beingarrested(thankstohisex-wife),pleasingwomen,religion,andmuch,muchmore.",1987,R,50,"comedy,documentation",US,,tt0307403,7.2,660,1.843,7.2
tm126769,WaitingfortheHearse,MOVIE,"MamaCora,whoisalmosteightyyearsold,hasthreesonsandadaughter.Sheliveswithoneofthem,whohasseriousfinancialproblems.Thefamilymeetsonedaytocelebrateananniversarymeal,andthatiswhentheproblemarises:whichofthemwilltakecareofher?",1985,,87,comedy,AR,,tt0089108,8,6399,7.81,8.1
tm152839,TimAllen:MenArePigs,MOVIE,"ComedianTimAllenshareshisenthusiasmforpowertools,automobiles,grunting,andthemyriadobsessionsoftheAmericanmaleinthisspecialfortheShowtimepremiumcablenetwork,whichwasairedafewyearsbeforeherosetostardomwiththetelevisionsitcomHomeImprovement.",1990,,30,"comedy,documentation",US,,tt0259057,6.1,360,2.482,6.3
tm49037,MobileSuitGundamIII:EncountersinSpace,MOVIE,"AmuroRayandtherestoftheWhiteBasecrew,nowdenominatedthe13thAutonomousCorps,returntoouterspacetosupporttherestoftheEarthFederationforcesforthedecisivebattleagainsttheDuchyofZeon'sforces.",1982,,144,"action,drama,war,animation,scifi",JP,,tt0159511,7.6,1236,12.741,7.5
tm62924,MontyPythonLiveattheHollywoodBowl,MOVIE,"MontyPythonperformmanyoftheirgreatestsketchesattheHollywoodBowl,includingseveralfrompre-Pythondays.",1982,R,81,"comedy,documentation",GB,,tt0084352,7.9,15230,6.833,7.4
tm52815,DiscoDancer,MOVIE,"Anil,astreetsinger,ishumiliatedanddrivenoutofBombayalongwithhismother.However,hesoonbecomesafamousperformerbuttheenemiesfromhispasttrytodestroyhishard-earnedcareer.",1982,,106,"drama,romance",IN,,tt0208903,6.4,1476,7.879,5.3
tm159912,Agneepath,MOVIE,"Themoviedepictsthelifeofayoungboy,Vijay(AmitabhBachchan),whosefathergetsbrutallylynchedbyamobsterKanchaCheena.It'sajourneyofhisquestforrevenge,whichleadshimtobecomeagangsterasanadult.WatchoutforAmitabhBachchaninoneofthemostpowerfulrolesofhiscareer.WillVijaylosehisfamilyintheprocessofsatisfyinghisvengeance?",1990,,174,"drama,action,crime",IN,,tt0098999,7.6,8947,4.062,6.5
tm133914,ParrotSketchNotIncluded:TwentyYearsofMontyPython,MOVIE,"SteveMartinpresentsselectedsketchesfrom""MontyPython'sFlyingCircus(1969)"".It'sthewellknownsketches,thoughtheparrotsketchisnotincluded.SteveMartinhassomefunnycommentsonthePythons.",1989,,72,comedy,GB,,tt0213984,8.1,1522,1.801,6.9
tm38736,TooYoungTheHero,MOVIE,"TVmoviebaseduponthetruestoryofCalvinGraham,who,asa12yearoldboy,enlistedintheUSNavyduringWWII.",1988,,100,"drama,war",US,,tt0096286,6.7,502,1.485,6.2
tm51083,AStoninginFulhamCounty,MOVIE,ReligiousbeliefsclashwiththelawwhenanAmishinfantiskilledinaruralcommunity.,1988,,120,"thriller,crime,drama",US,,tt0096179,5.9,387,1.01,5.8
tm137013,TheRyanWhiteStory,MOVIE,"ThestoryofRyanWhite,a13-year-oldhaemophiliacwhocontractedAIDSfromfactorVIII,whichwasusedtocontrolthisdisorder.",1989,,102,drama,US,,tt0098237,7.2,863,1.981,5.9
tm157603,Dil,MOVIE,"Rajalivesapoorlifestylealongwithhisdad,Hazariprasadandmom.Heattendscollegewherehehasseveralrun-inswithwealthyfellow-collegian,MadhuMehra.Mattersescalatetosuchanextentthatsheaccuseshimofsexuallymolestingher.Whenhisdadcomestoknow,hedecidestoseizethischancetogetrichquickly,masqueradesasawealthybusinessman,approachesMr.Mehra,andarrangesfortheirchildrentogetmarried.Murphy'slawprevailsatthetimeoftheengagement-changingeveryone'slivesforever.",1990,,172,"drama,comedy,romance",IN,,tt0099429,6.6,5316,3.992,6.5
tm258072,Adam:HisSongContinues,MOVIE,"FollowsthetruestoryofJohnandReveWalshwho,aftertheirchildwasmurdered,foughttoraisenationalawarenessoftheproblemofmissingchildren.",1986,,100,"crime,drama",US,,tt0090589,7,212,1.603,7
tm114356,TheGeorgeMcKennaStory,MOVIE,"WashingtonplaysaschoolprincipalinatoughinnercityLosAngeleshighschoolouttoriditofdrugs,gangs,lowmoralofteachers,andrestoreeducationalvalues.",1988,,100,drama,US,,tt0091106,6,921,2.296,6.1
